"term","frequency"
"算高",2
"算錯",2
"管一",2
"管好",2
"管圖",2
"精采",2
"精通",2
"綠燈",2
"維多利亞",2
"網",2
"網址",2
"緊抓",2
"聚",2
"聚會",2
"聞到",2
"臺中",2
"臺北",2
"臺南",2
"臺獨分子",2
"臺灣人",2
"裸照",2
"製",2
"認命",2
"認真讀書",2
"認清",2
"認識一下",2
"語",2
"誣記",2
"誤解",2
"說完",2
"說服力",2
"說法",2
"說唱",2
"說得好",2
"說詞",2
"說實話",2
"說說看",2
"豪",2
"豪宅",2
"賓館",2
"趕出去",2
"趕走",2
"輔系",2
"輔修",2
"輕",2
"輕微",2
"輕鬆自在",2
"辣味",2
"酸民",2
"需求",2
"領綱",2
"餅",2
"餅乾",2
"鼻涕",2
"價",2
"價和",2
"儀器",2
"億",2
"劇的",2
"劇評",2
"劈",2
"嘲笑",2
"嘴裡",2
"嘶吼",2
"噌",2
"噎",2
"噎噎",2
"噴",2
"噴人",2
"嬉鬧",2
"寫下",2
"寫出",2
"寫作",2
"寫到",2
"寫信",2
"寫個",2
"寫歌",2
"層面",2
"層樓",2
"廚藝",2
"廢到",2
"廣大",2
"廣場",2
"彈",2
"影像",2
"徵收",2
"徵選",2
"德",2
"德之賊",2
"德國",2
"慰藉",2
"憂鬱症",2
"摩托車",2
"摩斯",2
"撒野",2
"撥空",2
"敷衍了事",2
"數學系",2
"數據",2
"樓層",2
"標",2
"標出",2
"標示",2
"模仿",2
"模式",2
"樣本",2
"歐拉",2
"潑",2
"潛在",2
"熟女",2
"熟悉",2
"熬",2
"熱死",2
"熱血",2
"熱誠",2
"熱鬧",2
"熱褲",2
"獎",2
"盤算",2
"確保",2
"箭",2
"線條",2
"線路",2
"編劇",2
"練會",2
"罵娘",2
"罷工",2
"膝蓋",2
"蔡逼八",2
"衝到",2
"衝啥",2
"衝進",2
"衝腦",2
"衝鋒槍",2
"衝擊",2
"課上",2
"課活",2
"談心",2
"談判",2
"請來",2
"請於",2
"請假",2
"諒",2
"諒解",2
"論語",2
"論點",2
"諸如此類",2
"諸位",2
"賠",2
"賠償",2
"賣出",2
"賣肉",2
"賣東西",2
"質",2
"踏上",2
"踢出去",2
"輪不到",2
"輪姦",2
"適不",2
"遭受",2
"遮眼",2
"遮陽棚",2
"鄭",2
"閱卷",2
"閱覽室",2
"閱讀",2
"震",2
"震驚",2
"靠人脈",2
"餓死",2
"魯成",2
"勳",2
"噹",2
"奮力",2
"學子",2
"學來",2
"學時",2
"學術討論",2
"學程",2
"學業",2
"學號",2
"學霸",2
"戰士",2
"戰鬥",2
"撿回",2
"撿便宜",2
"擁抱",2
"操守",2
"操作",2
"操弄",2
"據說",2
"整節",2
"整潔",2
"整整",2
"樹上",2
"機",2
"機八",2
"機哩瓜",2
"機器",2
"機機",2
"橫停",2
"澡",2
"澱粉",2
"濃厚",2
"獨立",2
"獨派",2
"獨裁",2
"獨裁者",2
"瞥見",2
"磨合期",2
"磨練",2
"罹難",2
"蕭",2
"螢幕",2
"賴",2
"辦給",2
"選人",2
"選民",2
"選系",2
"選委會",2
"選定",2
"選美",2
"選修",2
"選個",2
"選擇題",2
"遺忘",2
"醒",2
"鋼琴",2
"錄用",2
"錄影",2
"錯誤",2
"錯覺",2
"隨即",2
"霖",2
"靜音",2
"頭上",2
"頭條",2
"頭貼",2
"頭緒",2
"頭銜",2
"頻率",2
"頻繁",2
"餐桌",2
"鴛鴦浴",2
"龍捲風",2
"龍頭",2
"龜縮",2
"優生學",2
"優先",2
"優良",2
"優越感",2
"優雅",2
"嚇人",2
"嚇死",2
"嚇到",2
"嬤",2
"嬰兒",2
"戴套",2
"戴眼鏡",2
"檔",2
"檢錄",2
"濫人",2
"營",2
"營養",2
"牆壁",2
"癌症",2
"瞧",2
"糞",2
"糟蹋",2
"總分",2
"總召好",2
"總共",2
"總有一天",2
"總數",2
"繁冗",2
"聯絡人",2
"臉皮",2
"臉頰",2
"舉",2
"舉手",2
"舉動",2
"薏仁",2
"薪資",2
"蟑螂",2
"謙虛",2
"講一講",2
"講了",2
"講出",2
"講白",2
"講好",2
"講個",2
"講清楚",2
"講越",2
"講還",2
"賽事",2
"輾死",2
"避",2
"還不只",2
"還打",2
"還交",2
"還收",2
"還低",2
"還我系",2
"還扯",2
"還差",2
"還算",2
"還親",2
"還翹",2
"還讓",2
"醜八怪",2
"醜女",2
"醜男",2
"鍋",2
"隱私",2
"隱瞞",2
"隱藏",2
"顆顆",2
"黏",2
"點在",2
"點嗎",2
"擺著",2
"斷",2
"櫃",2
"櫃台",2
"歸",2
"癒",2
"癖",2
"禮儀",2
"穢物",2
"翹課",2
"翻一船",2
"翻找",2
"翻轉",2
"職場",2
"職業",2
"舊體",2
"藉由",2
"蟲蟲",2
"轉出",2
"轉到",2
"轉的",2
"轉校",2
"轉載",2
"轉頭",2
"轉彎",2
"醫藥費",2
"鎖門",2
"鎖頭",2
"雙重標準",2
"雙面",2
"雙眼",2
"額外",2
"額額",2
"顏",2
"顏色",2
"騎到",2
"魏",2
"壞掉",2
"懶",2
"懶覺",2
"懷中",2
"懷念",2
"懷抱",2
"懷著",2
"曝光",2
"曝露",2
"爆肝",2
"爆氣",2
"爆掉",2
"穩穩",2
"簽",2
"簽到",2
"羅馬",2
"襙",2
"證據",2
"識相",2
"贊同",2
"贊成票",2
"蹲下",2
"蹺課",2
"邋遢",2
"鏡子",2
"關切",2
"關閉",2
"關愛",2
"關鍵字",2
"難到",2
"難選",2
"騙過",2
"騙錢",2
"騙騙",2
"嚴格",2
"嚴厲",2
"寶",2
"競爭對手",2
"競賽",2
"籃球場",2
"籌碼",2
"繼",2
"覺",2
"覺得很有",2
"覺醒",2
"警局",2
"警惕",2
"警覺",2
"議長",2
"贏家",2
"釋放",2
"黨",2
"屬性",2
"攝影",2
"攝影師",2
"爛人",2
"爛到",2
"爛店",2
"爛梗",2
"爛貨",2
"爛課",2
"纏",2
"蠢貨",2
"襪子",2
"覽",2
"護士",2
"護照",2
"轟",2
"鐵門",2
"霸凌人",2
"霸凌過",2
"霸權",2
"響起",2
"顧",2
"顧不了",2
"顧問",2
"魔王",2
"魔術",2
"攤",2
"權威",2
"歡樂",2
"聽力",2
"聽不懂",2
"聽見",2
"聽得懂",2
"聽話",2
"聽聽",2
"髒亂",2
"戀",2
"竊竊私語",2
"籤",2
"變好",2
"變來變去",2
"變質",2
"驗收",2
"驚世",2
"驚訝",2
"體育課",2
"讓開",2
"廳堂",2
"灣人",2
"灣國",2
"0.1",1
"0.9",1
"00-2",1
"0010385993",1
"0088",1
"009",1
"0090",1
"0093",1
"0095",1
"0097",1
"0327",1
"051-",1
"0669",1
"078.",1
"0933-",1
"1-3",1
"1.2",1
"100-300",1
"100.8",1
"1002707",1
"1004620236313868",1
"101--",1
"1012711-",1
"1018",1
"102",1
"1026068",1
"103-2",1
"104",1
"104-1",1
"1042112105860306",1
"1043589159045934",1
"1044929",1
"1046349",1
"105-1",1
"1054618",1
"108",1
"1103066",1
"1115054",1
"1134",1
"1154800587957810",1
"1157675390926152",1
"1238387929517119",1
"1291427701",1
"129710",1
"1320662767959840",1
"135",1
"1379361",1
"1424801671",1
"1430666920325971",1
"1434909124",1
"144",1
"1446318373",1
"14474",1
"1452",1
"1479580972",1
"1498779",1
"150",1
"15000",1
"1501925464",1
"1502353055",1
"1515574",1
"15439",1
"1544",1
"160852",1
"1617",1
"163",1
"1646558435401846",1
"165",1
"166",1
"16608",1
"1695532354057098",1
"1734192743533636",1
"1749591711956526",1
"1752",1
"182",1
"1829802",1
"1851",1
"1887",1
"191",1
"192",1
"1945",1
"1988674541413625",1
"1994",1
"199428",1
"1e+10",1
"2.3",1
"2000",1
"2004",1
"2005-2009",1
"2006",1
"2009",1
"2012",1
"20131208",1
"2014",1
"20151017",1
"20151025",1
"201575453604517",1
"2016-",1
"20160127",1
"20160221",1
"20161022",1
"20161202",1
"20170102",1
"20170509",1
"201711010002-1.",1
"20171106",1
"22108",1
"22154",1
"2228",1
"2228819",1
"225340058",1
"225596850",1
"225624653-",1
"225637557-",1
"227645640-",1
"229747514120644",1
"2349989",1
"236",1
"240",1
"2402891",1
"248630678",1
"2512",1
"2530",1
"2665",1
"26746",1
"270400823453773",1
"2713",1
"2726",1
"279",1
"2798337",1
"28.64",1
"29537",1
"298",1
"3.3",1
"300",1
"3041",1
"3042",1
"305",1
"3054",1
"3055",1
"3058",1
"3063",1
"3064",1
"3093",1
"331",1
"333",1
"334",1
"3477435",1
"3477445",1
"3477447",1
"3477449",1
"3477450",1
"3479",1
"3480852",1
"3480853",1
"3480854",1
"3480855",1
"3481995",1
"3482355",1
"3485884",1
"3485885",1
"3485888",1
"3485889",1
"3485891",1
"3495426",1
"3495428",1
"3495430",1
"3495433",1
"3495436",1
"3499821",1
"3499823",1
"3505669",1
"3505671",1
"3512012",1
"3512013",1
"3516541",1
"3516542",1
"3516543",1
"3516546",1
"3516623",1
"3525406",1
"3525407",1
"3525408",1
"3525409",1
"354",1
"35492848",1
"358",1
"360",1
"3627",1
"365",1
"36845024",1
"3710",1
"3800",1
"390",1
"390469",1
"395",1
"399",1
"4.1",1
"4.2",1
"4.21",1
"4.3",1
"4000",1
"402",1
"408",1
"40840",1
"409",1
"4410",1
"444022495657090.100721.139886479404028",1
"450",1
"4828881",1
"483.5",1
"485423211827618",1
"4899",1
"4919",1
"4920",1
"50-120",1
"5065",1
"5071684-",1
"521",1
"5283",1
"534",1
"5374",1
"543",1
"561",1
"5648",1
"60",1
"60.56",1
"6076",1
"6116",1
"61450",1
"630625",1
"648",1
"64977",1
"6500",1
"650766",1
"65176",1
"657",1
"6732",1
"6765",1
"6774",1
"682",1
"682...",1
"6885",1
"69",1
"69609",1
"70-100",1
"704",1
"71",1
"711",1
"7141364",1
"718825",1
"72.73",1
"732278846875148",1
"732281460208220",1
"732281980208168.1073741828.732278846875148",1
"74",1
"753",1
"7700-4",1
"7772",1
"784",1
"784988",1
"789",1
"8109",1
"8282",1
"836",1
"867236713389467",1
"873",1
"9009",1
"921",1
"9421-4187-",1
"9521",1
"96",1
"96.7",1
"9669",1
"97",1
"973194",1
"996",1
"9999999998",1
"A1",1
"a119",1
"A239",1
"A257",1
"a4c3a773d1d7f",1
"A5",1
"A57",1
"A97",1
"AAC",1
"AB",1
"AB9KTcf",1
"Abercrombie",1
"aca",1
"Acct",1
"acontext",1
"act",1
"ad",1
"AE12",1
"Agree",1
"AIESEC",1
"AKA",1
"akb48",1
"akX5U8j",1
"All",1
"alright",1
"Amanda",1
"animation",1
"AnonyMonkey",1
"Apink",1
"appier",1
"archive",1
"Ariel",1
"asp",1
"asshole",1
"at",1
"atm",1
"audition",1
"autocad",1
"AV",1
"B02",1
"B03501045",1
"B07",1
"b34a",1
"b3928fe2",1
"b8",1
"B864328326994443",1
"band",1
"bang",1
"BANG",1
"baylor",1
"BBB",1
"bc",1
"BCD",1
"bd26bad5",1
"be",1
"BE9",1
"Bear",1
"beetalk",1
"Beetalk",1
"behind",1
"bell",1
"benz",1
"BF9",1
"BFE",1
"BJ4",1
"BMI",1
"BMW",1
"bo",1
"books",1
"BOT",1
"boy",1
"Boy",1
"Boys",1
"bravo",1
"BSE",1
"buff",1
"Buffet",1
"bug",1
"businessweekly",1
"buzzorange",1
"c++",1
"c0ab",1
"C1yk",1
"C47",1
"c5T2yi",1
"C8",1
"call",1
"campaign",1
"care",1
"Catch",1
"CCC",1
"ceiba",1
"CEIBA",1
"CFO",1
"Charlie",1
"chemistry",1
"ChienKuoHate",1
"chincenter",1
"CHOSEN",1
"classical",1
"club",1
"cm",1
"co",1
"coding",1
"Coding",1
"come",1
"COME",1
"contact",1
"Converge",1
"core",1
"cos",1
"courspeek",1
"cowbeiNTHU",1
"cp",1
"criteria",1
"crush",1
"cut",1
"D0",1
"d0a2c8c0",1
"D25",1
"D28",1
"D34",1
"d4ee4",1
"D6",1
"D62163278",1
"d9",1
"DB2",1
"default",1
"delay",1
"Der",1
"dH1G3",1
"direct",1
"disable",1
"discrimination",1
"Disguiser",1
"Diss",1
"Divergence",1
"dokidoki",1
"Don",1
"dooooo",1
"Dpu",1
"drama",1
"DSA",1
"dumped",1
"E0",1
"e04",1
"e0422e3ebe",1
"e05",1
"e1HAvOx4w",1
"E22",1
"E26",1
"E61",1
"e7",1
"e72",1
"ea5392e",1
"EA6",1
"EA7",1
"eb3e",1
"eB4wNtb",1
"ED",1
"eDDb58",1
"ee",1
"eigenvalues",1
"Elsevier",1
"email",1
"enyetuenwu",1
"epaper",1
"EPO",1
"error",1
"et",1
"events",1
"evernote",1
"every",1
"everything",1
"evue",1
"ex",1
"excellent",1
"excuse",1
"excuseme",1
"EXH",1
"EY",1
"F00",1
"F3A",1
"F53",1
"f63a3037",1
"fa9c442",1
"faceapp",1
"FaceApp",1
"FAIpQLSd52LBFBcjKDQlt0viRYoJetu8vT4PVokkvVORj",1
"Faker",1
"fanpage",1
"fbpost",1
"February",1
"FEFF",1
"FF89",1
"fg",1
"FGO",1
"find",1
"Fitch",1
"FLKGxTHDGujiYEC7jCtTOLSg",1
"flow",1
"follower",1
"for",1
"FOREVER",1
"forum",1
"Fourier",1
"FQ7qt2",1
"freestyle",1
"From",1
"frustrating",1
"fu",1
"Fu",1
"g",1
"G3G4G5G",1
"Gai",1
"game",1
"GDP",1
"ge",1
"gg",1
"GGGGGGGGGG",1
"Girl",1
"Girls",1
"GkEKu1DEIj",1
"GM",1
"go",1
"Go",1
"god",1
"got",1
"GpA",1
"GPa",1
"GPA2",1
"GPA3",1
"gra108",1
"graduate",1
"Grand",1
"GRE",1
"great",1
"GRfestival",1
"GRV",1
"Guts",1
"Happy",1
"has",1
"hashtag",1
"hate934",1
"hcy",1
"headline",1
"heeact",1
"HER",1
"Hi",1
"HIGH",1
"Hilbert",1
"himelight",1
"history",1
"Hmmm",1
"hold",1
"htc",1
"hub",1
"i7",1
"icpc",1
"iDfZua4IS4A",1
"idolm",1
"ids",1
"if",1
"Ig",1
"IG",1
"igPuYwf",1
"increases",1
"indexrecommend",1
"indievox",1
"info",1
"infonly",1
"ing",1
"Interesting",1
"ioSMDK6",1
"iPhone",1
"IqU5Ml",1
"ivoting",1
"iYQHkwCfCiw",1
"Jack",1
"jack199584",1
"James",1
"Jared",1
"jessie0203",1
"jg",1
"JJ",1
"jose",1
"jp",1
"jpg",1
"judge",1
"justmonika",1
"K5Bfzx2kWYc",1
"Kao",1
"KBlogArticle",1
"KD",1
"keep",1
"kernel",1
"kH4BizI6hDY",1
"king",1
"kobe",1
"KPP",1
"KrVC5dm5fFc",1
"ku",1
"L",1
"L0ZvOjhZfp",1
"late",1
"lbj",1
"learning",1
"Learning",1
"LeBron",1
"lee",1
"Lee",1
"ler",1
"Light",1
"Lin",1
"LINE",1
"lineq",1
"lineQ",1
"list",1
"LLM",1
"lock",1
"log2",1
"log5",1
"Loser",1
"LoveLiver",1
"LP",1
"LPS",1
"Lq6bxU",1
"Lv7",1
"m27V3k",1
"mac",1
"macbook",1
"mail",1
"make",1
"man",1
"Marbolo",1
"matlab",1
"Max",1
"medium",1
"Meeting",1
"meganize",1
"MERS",1
"MHJb",1
"MIC",1
"mid",1
"Min",1
"mingtsung",1
"mini",1
"MIT",1
"ML",1
"mobile",1
"Monika",1
"mood",1
"Mooz",1
"multiline",1
"murderer",1
"MV",1
"my",1
"n",1
"NagN3vw",1
"NBA",1
"Neo",1
"NEW",1
"newsworld",1
"newtalk",1
"Nike",1
"ninja",1
"now",1
"nownews",1
"NTUHate1",1
"NTUHate10",1
"NTUHate1000",1
"NTUHate1001",1
"NTUHate1002",1
"NTUHate1003",1
"NTUHate1004",1
"NTUHate1005",1
"NTUHate1006",1
"NTUHate1007",1
"NTUHate1008",1
"NTUHate1009",1
"NTUHate1010",1
"NTUHate1012",1
"NTUHate1014",1
"NTUHate1017",1
"NTUHate1018",1
"NTUHate1020",1
"NTUHate1022",1
"NTUHate1023",1
"NTUHate1024",1
"NTUHate1025",1
"NTUHate1026",1
"NTUHate1027",1
"NTUHate1029",1
"NTUHate1030",1
"NTUHate1031",1
"NTUHate1033",1
"NTUHate10334",1
"NTUHate10338",1
"NTUHate1034",1
"NTUHate10341",1
"NTUHate10344",1
"NTUHate10346",1
"NTUHate1035",1
"NTUHate10366",1
"NTUHate1037",1
"NTUHate10379",1
"NTUHate10386",1
"NTUHate104",1
"NTUHate10403",1
"NTUHate1041",1
"NTUHate10417",1
"NTUHate1042",1
"NTUHate10421",1
"NTUHate1043",1
"NTUHate10443",1
"NTUHate10448",1
"NTUHate10452",1
"NTUHate1047",1
"NTUHate10479",1
"NTUHate1048",1
"NTUHate10481",1
"NTUHate1049",1
"NTUHate105",1
"NTUHate1050",1
"NTUHate10503",1
"NTUHate1052",1
"NTUHate1053",1
"NTUHate10535",1
"NTUHate10536",1
"NTUHate1054",1
"NTUHate10558",1
"NTUHate10563",1
"NTUHate10571",1
"NTUHate1058",1
"NTUHate1059",1
"NTUHate10596",1
"NTUHate10597",1
"NTUHate106",1
"NTUHate10604",1
"NTUHate1061",1
"NTUHate10613",1
"NTUHate1062",1
"NTUHate10625",1
"NTUHate10640",1
"NTUHate1065",1
"NTUHate1066",1
"NTUHate10668",1
"NTUHate1067",1
"NTUHate10673",1
"NTUHate1068",1
"NTUHate10680",1
"NTUHate10688",1
"NTUHate1069",1
"NTUHate10696",1
"NTUHate10709",1
"NTUHate1073",1
"NTUHate10732",1
"NTUHate1074",1
"NTUHate10740",1
"NTUHate10741",1
"NTUHate10744",1
"NTUHate1075",1
"NTUHate10757",1
"NTUHate10763",1
"NTUHate10770",1
"NTUHate10771",1
"NTUHate10773",1
"NTUHate10779",1
"NTUHate10786",1
"NTUHate10791",1
"NTUHate108",1
"NTUHate1081",1
"NTUHate1083",1
"NTUHate1085",1
"NTUHate10854",1
"NTUHate1086",1
"NTUHate10866",1
"NTUHate1087",1
"NTUHate10876",1
"NTUHate1088",1
"NTUHate10881",1
"NTUHate10897",1
"NTUHate109",1
"NTUHate1090",1
"NTUHate10901",1
"NTUHate10908",1
"NTUHate1092",1
"NTUHate10922",1
"NTUHate10926",1
"NTUHate10930",1
"NTUHate10931",1
"NTUHate10937",1
"NTUHate10992",1
"NTUHate11",1
"NTUHate1102",1
"NTUHate11029",1
"NTUHate11045",1
"NTUHate1105",1
"NTUHate11053",1
"NTUHate11067",1
"NTUHate11092",1
"NTUHate1113",1
"NTUHate11139",1
"NTUHate11140",1
"NTUHate11151",1
"NTUHate11185",1
"NTUHate1119",1
"NTUHate11202",1
"NTUHate11215",1
"NTUHate11217",1
"NTUHate11224",1
"NTUHate11225",1
"NTUHate1124",1
"NTUHate11251",1
"NTUHate11266",1
"NTUHate11267",1
"NTUHate11269",1
"NTUHate1128",1
"NTUHate11288",1
"NTUHate11305",1
"NTUHate11324",1
"NTUHate11330",1
"NTUHate11339",1
"NTUHate11341",1
"NTUHate11343",1
"NTUHate11361",1
"NTUHate1137",1
"NTUHate11380",1
"NTUHate11395",1
"NTUHate11399",1
"NTUHate114",1
"NTUHate11402",1
"NTUHate11414",1
"NTUHate11416",1
"NTUHate11425",1
"NTUHate11432",1
"NTUHate11443",1
"NTUHate1145",1
"NTUHate11455",1
"NTUHate11463",1
"NTUHate115",1
"NTUHate11502",1
"NTUHate11508",1
"NTUHate1152",1
"NTUHate11538",1
"NTUHate11539",1
"NTUHate11546",1
"NTUHate11572",1
"NTUHate11575",1
"NTUHate116",1
"NTUHate11610",1
"NTUHate11628",1
"NTUHate11637",1
"NTUHate11644",1
"NTUHate11646",1
"NTUHate11660",1
"NTUHate11662",1
"NTUHate11668",1
"NTUHate11684",1
"NTUHate11686",1
"NTUHate1169",1
"NTUHate117",1
"NTUHate11702",1
"NTUHate11711",1
"NTUHate11731",1
"NTUHate11734",1
"NTUHate11740",1
"NTUHate11745",1
"NTUHate1175",1
"NTUHate11779",1
"NTUHate11795",1
"NTUHate11797",1
"NTUHate118",1
"NTUHate11801",1
"NTUHate11802",1
"NTUHate11804",1
"NTUHate11818",1
"NTUHate11833",1
"NTUHate11851",1
"NTUHate11869",1
"NTUHate1189",1
"NTUHate11898",1
"NTUHate119",1
"NTUHate11900",1
"NTUHate11903",1
"NTUHate11916",1
"NTUHate11920",1
"NTUHate11922",1
"NTUHate1193",1
"NTUHate11935",1
"NTUHate1194",1
"NTUHate11944",1
"NTUHate11972",1
"NTUHate11981",1
"NTUHate11983",1
"NTUHate11998",1
"NTUHate12",1
"NTUHate12023",1
"NTUHate12029",1
"NTUHate1203",1
"NTUHate12038",1
"NTUHate1204",1
"NTUHate12046",1
"NTUHate12047",1
"NTUHate12059",1
"NTUHate12072",1
"NTUHate12089",1
"NTUHate1209",1
"NTUHate12097",1
"NTUHate121",1
"NTUHate12114",1
"NTUHate1212",1
"NTUHate12121",1
"NTUHate12134",1
"NTUHate12135",1
"NTUHate12149",1
"NTUHate12175",1
"NTUHate12176",1
"NTUHate1218",1
"NTUHate1219",1
"NTUHate12192",1
"NTUHate12203",1
"NTUHate12211",1
"NTUHate12231",1
"NTUHate12232",1
"NTUHate12237",1
"NTUHate1224",1
"NTUHate12240",1
"NTUHate12245",1
"NTUHate12254",1
"NTUHate12261",1
"NTUHate12263",1
"NTUHate12265",1
"NTUHate12269",1
"NTUHate12281",1
"NTUHate12289",1
"NTUHate1232",1
"NTUHate1234",1
"NTUHate1235",1
"NTUHate124",1
"NTUHate1243",1
"NTUHate1249",1
"NTUHate125",1
"NTUHate1255",1
"NTUHate126",1
"NTUHate1267",1
"NTUHate1269",1
"NTUHate127",1
"NTUHate1275",1
"NTUHate1279",1
"NTUHate1283",1
"NTUHate1288",1
"NTUHate129",1
"NTUHate1292",1
"NTUHate12984",1
"NTUHate12995",1
"NTUHate130",1
"NTUHate13004",1
"NTUHate13005",1
"NTUHate13016",1
"NTUHate13032",1
"NTUHate13049",1
"NTUHate13050",1
"NTUHate13051",1
"NTUHate13053",1
"NTUHate13057",1
"NTUHate1306",1
"NTUHate13064",1
"NTUHate13069",1
"NTUHate13090",1
"NTUHate13138",1
"NTUHate13158",1
"NTUHate13183",1
"NTUHate13187",1
"NTUHate13188",1
"NTUHate132",1
"NTUHate13228",1
"NTUHate13291",1
"NTUHate133",1
"NTUHate13324",1
"NTUHate13327",1
"NTUHate13341",1
"NTUHate1337",1
"NTUHate13370",1
"NTUHate13382",1
"NTUHate13389",1
"NTUHate13394",1
"NTUHate13397",1
"NTUHate13398",1
"NTUHate1342",1
"NTUHate13423",1
"NTUHate13431",1
"NTUHate13434",1
"NTUHate13465",1
"NTUHate13479",1
"NTUHate1348",1
"NTUHate13483",1
"NTUHate13491",1
"NTUHate135",1
"NTUHate13500",1
"NTUHate13526",1
"NTUHate13540",1
"NTUHate13547",1
"NTUHate13583",1
"NTUHate13591",1
"NTUHate13607",1
"NTUHate13609",1
"NTUHate13622",1
"NTUHate13626",1
"NTUHate1363",1
"NTUHate13646",1
"NTUHate13656",1
"NTUHate13665",1
"NTUHate13667",1
"NTUHate13670",1
"NTUHate13679",1
"NTUHate13689",1
"NTUHate137",1
"NTUHate1370",1
"NTUHate13701",1
"NTUHate1372",1
"NTUHate1373",1
"NTUHate13740",1
"NTUHate1375",1
"NTUHate13763",1
"NTUHate13765",1
"NTUHate13766",1
"NTUHate13772",1
"NTUHate13773",1
"NTUHate13779",1
"NTUHate1378",1
"NTUHate13782",1
"NTUHate13793",1
"NTUHate13830",1
"NTUHate13839",1
"NTUHate1384",1
"NTUHate13846",1
